"date","pref","area","area_id","infected"
2020-02-21,"群馬県","桐生",76,0
2020-02-22,"群馬県","桐生",76,0
2020-02-23,"群馬県","桐生",76,0
2020-02-24,"群馬県","桐生",76,0
2020-02-25,"群馬県","桐生",76,0
2020-02-26,"群馬県","桐生",76,0
2020-02-27,"群馬県","桐生",76,0
2020-02-28,"群馬県","桐生",76,0
2020-02-29,"群馬県","桐生",76,0
2020-03-01,"群馬県","桐生",76,0
2020-03-02,"群馬県","桐生",76,0
2020-03-03,"群馬県","桐生",76,0
2020-03-04,"群馬県","桐生",76,0
2020-03-05,"群馬県","桐生",76,0
2020-03-06,"群馬県","桐生",76,0
2020-03-07,"群馬県","桐生",76,0
2020-03-08,"群馬県","桐生",76,0
2020-03-09,"群馬県","桐生",76,0
2020-03-10,"群馬県","桐生",76,0
2020-03-11,"群馬県","桐生",76,0
2020-03-12,"群馬県","桐生",76,0
2020-03-13,"群馬県","桐生",76,0
2020-03-14,"群馬県","桐生",76,0
2020-03-15,"群馬県","桐生",76,0
2020-03-16,"群馬県","桐生",76,0
2020-03-17,"群馬県","桐生",76,0
2020-03-18,"群馬県","桐生",76,0
2020-03-19,"群馬県","桐生",76,0
2020-03-20,"群馬県","桐生",76,0
2020-03-21,"群馬県","桐生",76,0
2020-03-22,"群馬県","桐生",76,0
2020-03-23,"群馬県","桐生",76,0
2020-03-24,"群馬県","桐生",76,0
2020-03-25,"群馬県","桐生",76,0
2020-03-26,"群馬県","桐生",76,0
2020-03-27,"群馬県","桐生",76,0
2020-03-28,"群馬県","桐生",76,0
2020-03-29,"群馬県","桐生",76,0
2020-03-30,"群馬県","桐生",76,0
2020-03-31,"群馬県","桐生",76,0
2020-04-01,"群馬県","桐生",76,0
2020-04-02,"群馬県","桐生",76,0
2020-04-03,"群馬県","桐生",76,0
2020-04-04,"群馬県","桐生",76,0
2020-04-05,"群馬県","桐生",76,0
2020-04-06,"群馬県","桐生",76,0
2020-04-07,"群馬県","桐生",76,0
2020-04-08,"群馬県","桐生",76,0
2020-04-09,"群馬県","桐生",76,0
2020-04-10,"群馬県","桐生",76,0
2020-04-11,"群馬県","桐生",76,2
2020-04-12,"群馬県","桐生",76,0
2020-04-13,"群馬県","桐生",76,0
2020-04-14,"群馬県","桐生",76,0
2020-04-15,"群馬県","桐生",76,0
2020-04-16,"群馬県","桐生",76,1
2020-04-17,"群馬県","桐生",76,0
2020-04-18,"群馬県","桐生",76,0
2020-04-19,"群馬県","桐生",76,0
2020-04-20,"群馬県","桐生",76,0
2020-04-21,"群馬県","桐生",76,0
2020-04-22,"群馬県","桐生",76,0
2020-04-23,"群馬県","桐生",76,0
2020-04-24,"群馬県","桐生",76,0
2020-04-25,"群馬県","桐生",76,0
2020-04-26,"群馬県","桐生",76,0
2020-04-27,"群馬県","桐生",76,0
2020-04-28,"群馬県","桐生",76,0
2020-04-29,"群馬県","桐生",76,0
2020-04-30,"群馬県","桐生",76,0
2020-05-01,"群馬県","桐生",76,0
2020-05-02,"群馬県","桐生",76,0
2020-05-03,"群馬県","桐生",76,0
2020-05-04,"群馬県","桐生",76,0
2020-05-05,"群馬県","桐生",76,0
2020-05-06,"群馬県","桐生",76,0
2020-05-07,"群馬県","桐生",76,0
2020-05-08,"群馬県","桐生",76,0
2020-05-09,"群馬県","桐生",76,0
2020-05-10,"群馬県","桐生",76,0
2020-05-11,"群馬県","桐生",76,0
2020-05-12,"群馬県","桐生",76,0
2020-05-13,"群馬県","桐生",76,0
2020-05-14,"群馬県","桐生",76,0
2020-05-15,"群馬県","桐生",76,0
2020-05-16,"群馬県","桐生",76,0
2020-05-17,"群馬県","桐生",76,0
2020-05-18,"群馬県","桐生",76,0
2020-05-19,"群馬県","桐生",76,0
2020-05-20,"群馬県","桐生",76,0
2020-05-21,"群馬県","桐生",76,0
2020-05-22,"群馬県","桐生",76,0
2020-05-23,"群馬県","桐生",76,0
2020-05-24,"群馬県","桐生",76,0
2020-05-25,"群馬県","桐生",76,0
2020-05-26,"群馬県","桐生",76,0
2020-05-27,"群馬県","桐生",76,0
2020-05-28,"群馬県","桐生",76,0
2020-05-29,"群馬県","桐生",76,0
2020-05-30,"群馬県","桐生",76,0
2020-05-31,"群馬県","桐生",76,0
2020-06-01,"群馬県","桐生",76,0
2020-06-02,"群馬県","桐生",76,0
2020-06-03,"群馬県","桐生",76,0
2020-06-04,"群馬県","桐生",76,0
2020-06-05,"群馬県","桐生",76,0
2020-06-06,"群馬県","桐生",76,0
2020-06-07,"群馬県","桐生",76,0
2020-06-08,"群馬県","桐生",76,0
2020-06-09,"群馬県","桐生",76,0
2020-06-10,"群馬県","桐生",76,0
2020-06-11,"群馬県","桐生",76,0
2020-06-12,"群馬県","桐生",76,0
2020-06-13,"群馬県","桐生",76,0
2020-06-14,"群馬県","桐生",76,0
2020-06-15,"群馬県","桐生",76,0
2020-06-16,"群馬県","桐生",76,0
2020-06-17,"群馬県","桐生",76,0
2020-06-18,"群馬県","桐生",76,0
2020-06-19,"群馬県","桐生",76,0
2020-06-20,"群馬県","桐生",76,0
2020-06-21,"群馬県","桐生",76,0
2020-06-22,"群馬県","桐生",76,0
2020-06-23,"群馬県","桐生",76,0
2020-06-24,"群馬県","桐生",76,0
2020-06-25,"群馬県","桐生",76,0
2020-06-26,"群馬県","桐生",76,0
2020-06-27,"群馬県","桐生",76,0
2020-06-28,"群馬県","桐生",76,0
2020-06-29,"群馬県","桐生",76,0
2020-06-30,"群馬県","桐生",76,0
2020-07-01,"群馬県","桐生",76,0
2020-07-02,"群馬県","桐生",76,0
2020-07-03,"群馬県","桐生",76,0
2020-07-04,"群馬県","桐生",76,0
2020-07-05,"群馬県","桐生",76,0
2020-07-06,"群馬県","桐生",76,0
2020-07-07,"群馬県","桐生",76,0
2020-07-08,"群馬県","桐生",76,0
2020-07-09,"群馬県","桐生",76,0
2020-07-10,"群馬県","桐生",76,0
2020-07-11,"群馬県","桐生",76,0
2020-07-12,"群馬県","桐生",76,0
2020-07-13,"群馬県","桐生",76,0
2020-07-14,"群馬県","桐生",76,0
2020-07-15,"群馬県","桐生",76,0
2020-07-16,"群馬県","桐生",76,0
2020-07-17,"群馬県","桐生",76,0
2020-07-18,"群馬県","桐生",76,0
2020-07-19,"群馬県","桐生",76,0
2020-07-20,"群馬県","桐生",76,0
2020-07-21,"群馬県","桐生",76,1
2020-07-22,"群馬県","桐生",76,0
2020-07-23,"群馬県","桐生",76,0
2020-07-24,"群馬県","桐生",76,0
2020-07-25,"群馬県","桐生",76,0
2020-07-26,"群馬県","桐生",76,0
2020-07-27,"群馬県","桐生",76,0
2020-07-28,"群馬県","桐生",76,0
2020-07-29,"群馬県","桐生",76,0
2020-07-30,"群馬県","桐生",76,0
2020-07-31,"群馬県","桐生",76,0
2020-08-01,"群馬県","桐生",76,0
2020-08-02,"群馬県","桐生",76,1
2020-08-03,"群馬県","桐生",76,0
2020-08-04,"群馬県","桐生",76,1
2020-08-05,"群馬県","桐生",76,0
2020-08-06,"群馬県","桐生",76,0
2020-08-07,"群馬県","桐生",76,0
2020-08-08,"群馬県","桐生",76,1
2020-08-09,"群馬県","桐生",76,0
2020-08-10,"群馬県","桐生",76,0
2020-08-11,"群馬県","桐生",76,0
2020-08-12,"群馬県","桐生",76,0
2020-08-13,"群馬県","桐生",76,2
2020-08-14,"群馬県","桐生",76,1
2020-08-15,"群馬県","桐生",76,1
2020-08-16,"群馬県","桐生",76,1
2020-08-17,"群馬県","桐生",76,0
2020-08-18,"群馬県","桐生",76,1
2020-08-19,"群馬県","桐生",76,1
2020-08-20,"群馬県","桐生",76,0
2020-08-21,"群馬県","桐生",76,0
2020-08-22,"群馬県","桐生",76,0
2020-08-23,"群馬県","桐生",76,0
2020-08-24,"群馬県","桐生",76,0
2020-08-25,"群馬県","桐生",76,0
2020-08-26,"群馬県","桐生",76,0
2020-08-27,"群馬県","桐生",76,0
2020-08-28,"群馬県","桐生",76,0
2020-08-29,"群馬県","桐生",76,0
2020-08-30,"群馬県","桐生",76,0
2020-08-31,"群馬県","桐生",76,0
2020-09-01,"群馬県","桐生",76,0
2020-09-02,"群馬県","桐生",76,0
2020-09-03,"群馬県","桐生",76,0
2020-09-04,"群馬県","桐生",76,1
2020-09-05,"群馬県","桐生",76,0
2020-09-06,"群馬県","桐生",76,0
2020-09-07,"群馬県","桐生",76,1
2020-09-08,"群馬県","桐生",76,0
2020-09-09,"群馬県","桐生",76,0
2020-09-10,"群馬県","桐生",76,0
2020-09-11,"群馬県","桐生",76,3
2020-09-12,"群馬県","桐生",76,0
2020-09-13,"群馬県","桐生",76,0
2020-09-14,"群馬県","桐生",76,0
2020-09-15,"群馬県","桐生",76,0
2020-09-16,"群馬県","桐生",76,1
2020-09-17,"群馬県","桐生",76,0
2020-09-18,"群馬県","桐生",76,0
2020-09-19,"群馬県","桐生",76,0
2020-09-20,"群馬県","桐生",76,0
2020-09-21,"群馬県","桐生",76,0
2020-09-22,"群馬県","桐生",76,0
2020-09-23,"群馬県","桐生",76,0
2020-09-24,"群馬県","桐生",76,0
2020-09-25,"群馬県","桐生",76,0
2020-09-26,"群馬県","桐生",76,0
2020-09-27,"群馬県","桐生",76,0
2020-09-28,"群馬県","桐生",76,0
2020-09-29,"群馬県","桐生",76,0
2020-09-30,"群馬県","桐生",76,0
2020-10-01,"群馬県","桐生",76,0
2020-10-02,"群馬県","桐生",76,0
2020-10-03,"群馬県","桐生",76,0
2020-10-04,"群馬県","桐生",76,0
2020-10-05,"群馬県","桐生",76,0
2020-10-06,"群馬県","桐生",76,0
2020-02-01,"群馬県","吾妻",77,0
2020-02-02,"群馬県","吾妻",77,0
2020-02-03,"群馬県","吾妻",77,0
2020-02-04,"群馬県","吾妻",77,0
2020-02-05,"群馬県","吾妻",77,0
2020-02-06,"群馬県","吾妻",77,0
2020-02-07,"群馬県","吾妻",77,0
2020-02-08,"群馬県","吾妻",77,0
2020-02-09,"群馬県","吾妻",77,0
2020-02-10,"群馬県","吾妻",77,0
2020-02-11,"群馬県","吾妻",77,0
2020-02-12,"群馬県","吾妻",77,0
2020-02-13,"群馬県","吾妻",77,0
2020-02-14,"群馬県","吾妻",77,0
2020-02-15,"群馬県","吾妻",77,0
2020-02-16,"群馬県","吾妻",77,0
2020-02-17,"群馬県","吾妻",77,0
2020-02-18,"群馬県","吾妻",77,0
2020-02-19,"群馬県","吾妻",77,0
2020-02-20,"群馬県","吾妻",77,0
2020-02-21,"群馬県","吾妻",77,0
2020-02-22,"群馬県","吾妻",77,0
2020-02-23,"群馬県","吾妻",77,0
2020-02-24,"群馬県","吾妻",77,0
2020-02-25,"群馬県","吾妻",77,0
2020-02-26,"群馬県","吾妻",77,0
2020-02-27,"群馬県","吾妻",77,0
2020-02-28,"群馬県","吾妻",77,0
2020-02-29,"群馬県","吾妻",77,0
2020-03-01,"群馬県","吾妻",77,0
2020-03-02,"群馬県","吾妻",77,0
2020-03-03,"群馬県","吾妻",77,0
2020-03-04,"群馬県","吾妻",77,0
2020-03-05,"群馬県","吾妻",77,0
2020-03-06,"群馬県","吾妻",77,0
2020-03-07,"群馬県","吾妻",77,0
2020-03-08,"群馬県","吾妻",77,0
2020-03-09,"群馬県","吾妻",77,0
2020-03-10,"群馬県","吾妻",77,0
2020-03-11,"群馬県","吾妻",77,0
2020-03-12,"群馬県","吾妻",77,0
2020-03-13,"群馬県","吾妻",77,0
2020-03-14,"群馬県","吾妻",77,0
2020-03-15,"群馬県","吾妻",77,0
2020-03-16,"群馬県","吾妻",77,0
2020-03-17,"群馬県","吾妻",77,0
2020-03-18,"群馬県","吾妻",77,0
2020-03-19,"群馬県","吾妻",77,0
2020-03-20,"群馬県","吾妻",77,0
2020-03-21,"群馬県","吾妻",77,0
2020-03-22,"群馬県","吾妻",77,0
2020-03-23,"群馬県","吾妻",77,0
2020-03-24,"群馬県","吾妻",77,0
2020-03-25,"群馬県","吾妻",77,0
2020-03-26,"群馬県","吾妻",77,0
2020-03-27,"群馬県","吾妻",77,0
2020-03-28,"群馬県","吾妻",77,0
2020-03-29,"群馬県","吾妻",77,0
2020-03-30,"群馬県","吾妻",77,0
2020-03-31,"群馬県","吾妻",77,0
2020-04-01,"群馬県","吾妻",77,0
2020-04-02,"群馬県","吾妻",77,0
2020-04-03,"群馬県","吾妻",77,0
2020-04-04,"群馬県","吾妻",77,0
2020-04-05,"群馬県","吾妻",77,0
2020-04-06,"群馬県","吾妻",77,0
2020-04-07,"群馬県","吾妻",77,0
2020-04-08,"群馬県","吾妻",77,0
2020-04-09,"群馬県","吾妻",77,0
2020-04-10,"群馬県","吾妻",77,0
2020-04-11,"群馬県","吾妻",77,0
2020-04-12,"群馬県","吾妻",77,0
2020-04-13,"群馬県","吾妻",77,0
2020-04-14,"群馬県","吾妻",77,0
2020-04-15,"群馬県","吾妻",77,0
2020-04-16,"群馬県","吾妻",77,0
2020-04-17,"群馬県","吾妻",77,0
2020-04-18,"群馬県","吾妻",77,0
2020-04-19,"群馬県","吾妻",77,0
2020-04-20,"群馬県","吾妻",77,0
2020-04-21,"群馬県","吾妻",77,0
2020-04-22,"群馬県","吾妻",77,0
2020-04-23,"群馬県","吾妻",77,0
2020-04-24,"群馬県","吾妻",77,0
2020-04-25,"群馬県","吾妻",77,0
2020-04-26,"群馬県","吾妻",77,0
2020-04-27,"群馬県","吾妻",77,0
2020-04-28,"群馬県","吾妻",77,0
2020-04-29,"群馬県","吾妻",77,0
2020-04-30,"群馬県","吾妻",77,0
2020-05-01,"群馬県","吾妻",77,0
2020-05-02,"群馬県","吾妻",77,0
2020-05-03,"群馬県","吾妻",77,0
2020-05-04,"群馬県","吾妻",77,0
2020-05-05,"群馬県","吾妻",77,0
2020-05-06,"群馬県","吾妻",77,0
2020-05-07,"群馬県","吾妻",77,0
2020-05-08,"群馬県","吾妻",77,0
2020-05-09,"群馬県","吾妻",77,0
2020-05-10,"群馬県","吾妻",77,0
2020-05-11,"群馬県","吾妻",77,0
2020-05-12,"群馬県","吾妻",77,0
2020-05-13,"群馬県","吾妻",77,0
2020-05-14,"群馬県","吾妻",77,0
2020-05-15,"群馬県","吾妻",77,0
2020-05-16,"群馬県","吾妻",77,0
2020-05-17,"群馬県","吾妻",77,0
2020-05-18,"群馬県","吾妻",77,0
2020-05-19,"群馬県","吾妻",77,0
2020-05-20,"群馬県","吾妻",77,0
2020-05-21,"群馬県","吾妻",77,0
2020-05-22,"群馬県","吾妻",77,0
2020-05-23,"群馬県","吾妻",77,0
2020-05-24,"群馬県","吾妻",77,0
2020-05-25,"群馬県","吾妻",77,0
2020-05-26,"群馬県","吾妻",77,0
2020-05-27,"群馬県","吾妻",77,0
2020-05-28,"群馬県","吾妻",77,0
2020-05-29,"群馬県","吾妻",77,0
2020-05-30,"群馬県","吾妻",77,0
2020-05-31,"群馬県","吾妻",77,0
2020-06-01,"群馬県","吾妻",77,0
2020-06-02,"群馬県","吾妻",77,0
2020-06-03,"群馬県","吾妻",77,0
2020-06-04,"群馬県","吾妻",77,0
2020-06-05,"群馬県","吾妻",77,0
2020-06-06,"群馬県","吾妻",77,0
2020-06-07,"群馬県","吾妻",77,0
2020-06-08,"群馬県","吾妻",77,0
2020-06-09,"群馬県","吾妻",77,0
2020-06-10,"群馬県","吾妻",77,0
2020-06-11,"群馬県","吾妻",77,0
2020-06-12,"群馬県","吾妻",77,0
2020-06-13,"群馬県","吾妻",77,0
2020-06-14,"群馬県","吾妻",77,0
2020-06-15,"群馬県","吾妻",77,0
2020-06-16,"群馬県","吾妻",77,0
2020-06-17,"群馬県","吾妻",77,0
2020-06-18,"群馬県","吾妻",77,0
2020-06-19,"群馬県","吾妻",77,0
2020-06-20,"群馬県","吾妻",77,0
2020-06-21,"群馬県","吾妻",77,0
2020-06-22,"群馬県","吾妻",77,0
2020-06-23,"群馬県","吾妻",77,0
2020-06-24,"群馬県","吾妻",77,0
2020-06-25,"群馬県","吾妻",77,0
2020-06-26,"群馬県","吾妻",77,0
2020-06-27,"群馬県","吾妻",77,0
2020-06-28,"群馬県","吾妻",77,0
2020-06-29,"群馬県","吾妻",77,0
2020-06-30,"群馬県","吾妻",77,0
2020-07-01,"群馬県","吾妻",77,0
2020-07-02,"群馬県","吾妻",77,0
2020-07-03,"群馬県","吾妻",77,0
2020-07-04,"群馬県","吾妻",77,0
2020-07-05,"群馬県","吾妻",77,0
2020-07-06,"群馬県","吾妻",77,0
2020-07-07,"群馬県","吾妻",77,0
2020-07-08,"群馬県","吾妻",77,0
2020-07-09,"群馬県","吾妻",77,0
2020-07-10,"群馬県","吾妻",77,0
2020-07-11,"群馬県","吾妻",77,0
2020-07-12,"群馬県","吾妻",77,0
2020-07-13,"群馬県","吾妻",77,0
2020-07-14,"群馬県","吾妻",77,0
2020-07-15,"群馬県","吾妻",77,0
2020-07-16,"群馬県","吾妻",77,0
2020-07-17,"群馬県","吾妻",77,1
2020-07-18,"群馬県","吾妻",77,1
2020-07-19,"群馬県","吾妻",77,0
2020-07-20,"群馬県","吾妻",77,0
2020-07-21,"群馬県","吾妻",77,0
2020-07-22,"群馬県","吾妻",77,0
2020-07-23,"群馬県","吾妻",77,0
2020-07-24,"群馬県","吾妻",77,0
2020-07-25,"群馬県","吾妻",77,0
2020-07-26,"群馬県","吾妻",77,0
2020-07-27,"群馬県","吾妻",77,0
2020-07-28,"群馬県","吾妻",77,0
2020-07-29,"群馬県","吾妻",77,0
2020-07-30,"群馬県","吾妻",77,0
2020-07-31,"群馬県","吾妻",77,0
2020-08-01,"群馬県","吾妻",77,0
2020-08-02,"群馬県","吾妻",77,0
2020-08-03,"群馬県","吾妻",77,0
2020-08-04,"群馬県","吾妻",77,0
2020-08-05,"群馬県","吾妻",77,0
2020-08-06,"群馬県","吾妻",77,0
2020-08-07,"群馬県","吾妻",77,0
2020-08-08,"群馬県","吾妻",77,0
2020-08-09,"群馬県","吾妻",77,0
2020-08-10,"群馬県","吾妻",77,0
2020-08-11,"群馬県","吾妻",77,0
2020-08-12,"群馬県","吾妻",77,0
2020-08-13,"群馬県","吾妻",77,0
2020-08-14,"群馬県","吾妻",77,0
2020-08-15,"群馬県","吾妻",77,0
2020-08-16,"群馬県","吾妻",77,0
2020-08-17,"群馬県","吾妻",77,0
2020-08-18,"群馬県","吾妻",77,0
2020-08-19,"群馬県","吾妻",77,0
2020-08-20,"群馬県","吾妻",77,0
2020-08-21,"群馬県","吾妻",77,0
2020-08-22,"群馬県","吾妻",77,0
2020-08-23,"群馬県","吾妻",77,0
2020-08-24,"群馬県","吾妻",77,0
2020-08-25,"群馬県","吾妻",77,0
2020-08-26,"群馬県","吾妻",77,0
2020-08-27,"群馬県","吾妻",77,0
2020-08-28,"群馬県","吾妻",77,0
2020-08-29,"群馬県","吾妻",77,0
2020-08-30,"群馬県","吾妻",77,0
2020-08-31,"群馬県","吾妻",77,0
2020-09-01,"群馬県","吾妻",77,0
2020-09-02,"群馬県","吾妻",77,0
2020-09-03,"群馬県","吾妻",77,0
2020-09-04,"群馬県","吾妻",77,0
2020-09-05,"群馬県","吾妻",77,0
2020-09-06,"群馬県","吾妻",77,0
2020-09-07,"群馬県","吾妻",77,0
2020-09-08,"群馬県","吾妻",77,0
2020-09-09,"群馬県","吾妻",77,0
2020-09-10,"群馬県","吾妻",77,0
2020-09-11,"群馬県","吾妻",77,0
2020-09-12,"群馬県","吾妻",77,0
2020-09-13,"群馬県","吾妻",77,0
2020-09-14,"群馬県","吾妻",77,0
2020-09-15,"群馬県","吾妻",77,0
2020-09-16,"群馬県","吾妻",77,0
2020-09-17,"群馬県","吾妻",77,0
2020-09-18,"群馬県","吾妻",77,0
2020-09-19,"群馬県","吾妻",77,0
2020-09-20,"群馬県","吾妻",77,0
2020-09-21,"群馬県","吾妻",77,0
2020-09-22,"群馬県","吾妻",77,0
2020-09-23,"群馬県","吾妻",77,0
2020-09-24,"群馬県","吾妻",77,0
2020-09-25,"群馬県","吾妻",77,0
2020-09-26,"群馬県","吾妻",77,0
2020-09-27,"群馬県","吾妻",77,0
2020-09-28,"群馬県","吾妻",77,0
2020-09-29,"群馬県","吾妻",77,0
2020-09-30,"群馬県","吾妻",77,0
2020-10-01,"群馬県","吾妻",77,0
2020-10-02,"群馬県","吾妻",77,0
2020-10-03,"群馬県","吾妻",77,0
2020-10-04,"群馬県","吾妻",77,0
2020-10-05,"群馬県","吾妻",77,0
2020-10-06,"群馬県","吾妻",77,0
2020-02-01,"群馬県","高崎・安中",78,0
2020-02-02,"群馬県","高崎・安中",78,0
2020-02-03,"群馬県","高崎・安中",78,0
2020-02-04,"群馬県","高崎・安中",78,0
2020-02-05,"群馬県","高崎・安中",78,0
2020-02-06,"群馬県","高崎・安中",78,0
2020-02-07,"群馬県","高崎・安中",78,0
2020-02-08,"群馬県","高崎・安中",78,0
2020-02-09,"群馬県","高崎・安中",78,0
2020-02-10,"群馬県","高崎・安中",78,0
2020-02-11,"群馬県","高崎・安中",78,0
2020-02-12,"群馬県","高崎・安中",78,0
2020-02-13,"群馬県","高崎・安中",78,0
2020-02-14,"群馬県","高崎・安中",78,0
2020-02-15,"群馬県","高崎・安中",78,0
2020-02-16,"群馬県","高崎・安中",78,0
2020-02-17,"群馬県","高崎・安中",78,0
2020-02-18,"群馬県","高崎・安中",78,0
2020-02-19,"群馬県","高崎・安中",78,0
2020-02-20,"群馬県","高崎・安中",78,0
2020-02-21,"群馬県","高崎・安中",78,0
2020-02-22,"群馬県","高崎・安中",78,0
2020-02-23,"群馬県","高崎・安中",78,0
2020-02-24,"群馬県","高崎・安中",78,0
2020-02-25,"群馬県","高崎・安中",78,0
2020-02-26,"群馬県","高崎・安中",78,0
2020-02-27,"群馬県","高崎・安中",78,0
2020-02-28,"群馬県","高崎・安中",78,0
2020-02-29,"群馬県","高崎・安中",78,0
2020-03-01,"群馬県","高崎・安中",78,0
2020-03-02,"群馬県","高崎・安中",78,0
2020-03-03,"群馬県","高崎・安中",78,0
2020-03-04,"群馬県","高崎・安中",78,0
2020-03-05,"群馬県","高崎・安中",78,0
2020-03-06,"群馬県","高崎・安中",78,0
2020-03-07,"群馬県","高崎・安中",78,0
2020-03-08,"群馬県","高崎・安中",78,0
2020-03-09,"群馬県","高崎・安中",78,0
2020-03-10,"群馬県","高崎・安中",78,0
2020-03-11,"群馬県","高崎・安中",78,0
2020-03-12,"群馬県","高崎・安中",78,0
2020-03-13,"群馬県","高崎・安中",78,0
2020-03-14,"群馬県","高崎・安中",78,0
2020-03-15,"群馬県","高崎・安中",78,0
2020-03-16,"群馬県","高崎・安中",78,0
2020-03-17,"群馬県","高崎・安中",78,0
2020-03-18,"群馬県","高崎・安中",78,0
2020-03-19,"群馬県","高崎・安中",78,0
2020-03-20,"群馬県","高崎・安中",78,0
2020-03-21,"群馬県","高崎・安中",78,0
2020-03-22,"群馬県","高崎・安中",78,0
2020-03-23,"群馬県","高崎・安中",78,0
2020-03-24,"群馬県","高崎・安中",78,1
2020-03-25,"群馬県","高崎・安中",78,0
2020-03-26,"群馬県","高崎・安中",78,0
2020-03-27,"群馬県","高崎・安中",78,0
2020-03-28,"群馬県","高崎・安中",78,0
2020-03-29,"群馬県","高崎・安中",78,0
2020-03-30,"群馬県","高崎・安中",78,0
2020-03-31,"群馬県","高崎・安中",78,0
2020-04-01,"群馬県","高崎・安中",78,0
2020-04-02,"群馬県","高崎・安中",78,0
2020-04-03,"群馬県","高崎・安中",78,1
2020-04-04,"群馬県","高崎・安中",78,1
2020-04-05,"群馬県","高崎・安中",78,0
2020-04-06,"群馬県","高崎・安中",78,0
2020-04-07,"群馬県","高崎・安中",78,0
2020-04-08,"群馬県","高崎・安中",78,0
2020-04-09,"群馬県","高崎・安中",78,0
2020-04-10,"群馬県","高崎・安中",78,2
2020-04-11,"群馬県","高崎・安中",78,1
2020-04-12,"群馬県","高崎・安中",78,3
2020-04-13,"群馬県","高崎・安中",78,0
2020-04-14,"群馬県","高崎・安中",78,0
2020-04-15,"群馬県","高崎・安中",78,1
2020-04-16,"群馬県","高崎・安中",78,1
2020-04-17,"群馬県","高崎・安中",78,0
2020-04-18,"群馬県","高崎・安中",78,0
2020-04-19,"群馬県","高崎・安中",78,1
2020-04-20,"群馬県","高崎・安中",78,0
2020-04-21,"群馬県","高崎・安中",78,1
2020-04-22,"群馬県","高崎・安中",78,0
2020-04-23,"群馬県","高崎・安中",78,1
2020-04-24,"群馬県","高崎・安中",78,1
2020-04-25,"群馬県","高崎・安中",78,0
2020-04-26,"群馬県","高崎・安中",78,1
2020-04-27,"群馬県","高崎・安中",78,4
2020-04-28,"群馬県","高崎・安中",78,0
2020-04-29,"群馬県","高崎・安中",78,0
2020-04-30,"群馬県","高崎・安中",78,0
2020-05-01,"群馬県","高崎・安中",78,0
2020-05-02,"群馬県","高崎・安中",78,0
2020-05-03,"群馬県","高崎・安中",78,0
2020-05-04,"群馬県","高崎・安中",78,0
2020-05-05,"群馬県","高崎・安中",78,0
2020-05-06,"群馬県","高崎・安中",78,0
2020-05-07,"群馬県","高崎・安中",78,0
2020-05-08,"群馬県","高崎・安中",78,0
2020-05-09,"群馬県","高崎・安中",78,0
2020-05-10,"群馬県","高崎・安中",78,0
2020-05-11,"群馬県","高崎・安中",78,0
2020-05-12,"群馬県","高崎・安中",78,0
2020-05-13,"群馬県","高崎・安中",78,0
2020-05-14,"群馬県","高崎・安中",78,0
2020-05-15,"群馬県","高崎・安中",78,0
2020-05-16,"群馬県","高崎・安中",78,0
2020-05-17,"群馬県","高崎・安中",78,0
2020-05-18,"群馬県","高崎・安中",78,0
2020-05-19,"群馬県","高崎・安中",78,0
2020-05-20,"群馬県","高崎・安中",78,0
2020-05-21,"群馬県","高崎・安中",78,0
2020-05-22,"群馬県","高崎・安中",78,1
2020-05-23,"群馬県","高崎・安中",78,0
2020-05-24,"群馬県","高崎・安中",78,0
2020-05-25,"群馬県","高崎・安中",78,0
2020-05-26,"群馬県","高崎・安中",78,0
2020-05-27,"群馬県","高崎・安中",78,0
2020-05-28,"群馬県","高崎・安中",78,0
2020-05-29,"群馬県","高崎・安中",78,0
2020-05-30,"群馬県","高崎・安中",78,0
2020-05-31,"群馬県","高崎・安中",78,0
2020-06-01,"群馬県","高崎・安中",78,0
2020-06-02,"群馬県","高崎・安中",78,0
2020-06-03,"群馬県","高崎・安中",78,0
2020-06-04,"群馬県","高崎・安中",78,0
2020-06-05,"群馬県","高崎・安中",78,1
2020-06-06,"群馬県","高崎・安中",78,0
2020-06-07,"群馬県","高崎・安中",78,0
2020-06-08,"群馬県","高崎・安中",78,0
2020-06-09,"群馬県","高崎・安中",78,0
2020-06-10,"群馬県","高崎・安中",78,0
2020-06-11,"群馬県","高崎・安中",78,0
2020-06-12,"群馬県","高崎・安中",78,0
2020-06-13,"群馬県","高崎・安中",78,0
2020-06-14,"群馬県","高崎・安中",78,0
2020-06-15,"群馬県","高崎・安中",78,0
2020-06-16,"群馬県","高崎・安中",78,0
2020-06-17,"群馬県","高崎・安中",78,0
2020-06-18,"群馬県","高崎・安中",78,0
2020-06-19,"群馬県","高崎・安中",78,0
2020-06-20,"群馬県","高崎・安中",78,0
2020-06-21,"群馬県","高崎・安中",78,0
2020-06-22,"群馬県","高崎・安中",78,0
2020-06-23,"群馬県","高崎・安中",78,0
2020-06-24,"群馬県","高崎・安中",78,1
2020-06-25,"群馬県","高崎・安中",78,0
2020-06-26,"群馬県","高崎・安中",78,0
2020-06-27,"群馬県","高崎・安中",78,0
2020-06-28,"群馬県","高崎・安中",78,0
2020-06-29,"群馬県","高崎・安中",78,0
2020-06-30,"群馬県","高崎・安中",78,0
2020-07-01,"群馬県","高崎・安中",78,0
2020-07-02,"群馬県","高崎・安中",78,0
2020-07-03,"群馬県","高崎・安中",78,0
